               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 101,            0.019643,           0.0041866,                   0,             0.88187,             0.83216,             0.91803,             0.72861,           0.0096147,           0.0050262,                   0,              0.0034,              0.0034,              0.0034
                 102,            0.019588,           0.0042827,                   0,             0.88291,             0.83827,             0.91888,             0.73005,           0.0095911,           0.0050374,                   0,            0.003334,            0.003334,            0.003334
                 103,             0.01925,           0.0040871,                   0,             0.88683,             0.83634,              0.9175,             0.73024,            0.009558,           0.0050527,                   0,            0.003268,            0.003268,            0.003268
                 104,            0.019408,           0.0041663,                   0,             0.88182,             0.84132,             0.91698,             0.72956,           0.0095101,           0.0050675,                   0,            0.003202,            0.003202,            0.003202
                 105,            0.019095,           0.0041011,                   0,             0.88007,             0.84343,             0.91658,              0.7303,           0.0094733,           0.0050607,                   0,            0.003136,            0.003136,            0.003136
                 106,            0.019486,            0.003962,                   0,             0.88118,             0.84099,             0.91761,             0.73105,           0.0094779,           0.0050428,                   0,             0.00307,             0.00307,             0.00307
                 107,            0.018971,           0.0039171,                   0,             0.87741,             0.84536,             0.91671,             0.73122,           0.0094595,           0.0050538,                   0,            0.003004,            0.003004,            0.003004
                 108,             0.01913,           0.0040634,                   0,             0.87877,             0.84472,             0.91504,              0.7302,           0.0094467,           0.0050659,                   0,            0.002938,            0.002938,            0.002938
                 109,            0.019051,            0.003958,                   0,             0.87591,             0.84278,              0.9137,             0.73011,           0.0094362,           0.0050795,                   0,            0.002872,            0.002872,            0.002872
                 110,             0.01901,           0.0040431,                   0,             0.87881,             0.84102,             0.91296,             0.72879,           0.0094272,           0.0051071,                   0,            0.002806,            0.002806,            0.002806
                 111,            0.018943,           0.0040024,                   0,              0.8811,             0.83698,             0.91166,             0.72972,           0.0094186,           0.0051307,                   0,             0.00274,             0.00274,             0.00274
                 112,            0.018401,           0.0037977,                   0,              0.8859,             0.83247,             0.91186,             0.72958,           0.0094215,           0.0051316,                   0,            0.002674,            0.002674,            0.002674
                 113,            0.018628,           0.0039326,                   0,             0.88321,             0.83326,             0.91129,             0.72703,           0.0094167,           0.0051331,                   0,            0.002608,            0.002608,            0.002608
                 114,            0.018285,           0.0040474,                   0,             0.88882,             0.83119,             0.91172,             0.72807,           0.0094104,           0.0051302,                   0,            0.002542,            0.002542,            0.002542
                 115,            0.018184,           0.0039362,                   0,             0.88823,             0.82925,              0.9119,              0.7295,           0.0094068,           0.0051426,                   0,            0.002476,            0.002476,            0.002476
                 116,            0.018373,            0.003875,                   0,             0.86442,             0.84923,             0.91181,             0.73101,           0.0094048,           0.0051525,                   0,             0.00241,             0.00241,             0.00241
                 117,            0.018348,           0.0037631,                   0,             0.86716,             0.84665,             0.91193,             0.73088,            0.009401,           0.0051607,                   0,            0.002344,            0.002344,            0.002344
                 118,            0.018243,           0.0037473,                   0,             0.87873,             0.83573,             0.91266,             0.73116,           0.0094072,           0.0051634,                   0,            0.002278,            0.002278,            0.002278
                 119,            0.017687,           0.0037596,                   0,             0.87328,             0.84366,             0.91284,             0.73195,           0.0094121,           0.0051765,                   0,            0.002212,            0.002212,            0.002212
                 120,             0.01834,           0.0038167,                   0,             0.87941,             0.83441,             0.91288,              0.7307,           0.0094216,           0.0051951,                   0,            0.002146,            0.002146,            0.002146
                 121,            0.018038,           0.0036352,                   0,             0.89361,             0.82265,              0.9129,             0.73086,           0.0094334,           0.0052052,                   0,             0.00208,             0.00208,             0.00208
                 122,            0.018038,           0.0038824,                   0,             0.89612,             0.82265,             0.91199,             0.73066,           0.0094456,            0.005218,                   0,            0.002014,            0.002014,            0.002014
                 123,            0.017847,           0.0037409,                   0,             0.89695,             0.82442,             0.91199,             0.73092,           0.0094562,            0.005226,                   0,            0.001948,            0.001948,            0.001948
                 124,            0.017692,           0.0038094,                   0,             0.89648,              0.8241,             0.91217,             0.73045,           0.0094598,           0.0052275,                   0,            0.001882,            0.001882,            0.001882
                 125,            0.018121,            0.003729,                   0,             0.89786,             0.82281,             0.91177,             0.72998,           0.0094622,            0.005238,                   0,            0.001816,            0.001816,            0.001816
                 126,            0.017687,            0.003586,                   0,             0.89738,             0.82261,             0.91155,             0.73051,           0.0094577,           0.0052468,                   0,             0.00175,             0.00175,             0.00175
                 127,            0.017825,           0.0036304,                   0,             0.89783,             0.82281,             0.91149,             0.72986,           0.0094591,           0.0052556,                   0,            0.001684,            0.001684,            0.001684
                 128,             0.01723,           0.0036018,                   0,             0.89787,             0.82136,             0.91182,             0.73042,           0.0094574,           0.0052655,                   0,            0.001618,            0.001618,            0.001618
                 129,            0.017385,           0.0036657,                   0,             0.89747,             0.81894,             0.91134,             0.72973,           0.0094624,            0.005282,                   0,            0.001552,            0.001552,            0.001552
                 130,            0.017564,           0.0037178,                   0,             0.89712,             0.82029,             0.91122,              0.7296,           0.0094606,           0.0052978,                   0,            0.001486,            0.001486,            0.001486
                 131,            0.017116,            0.003555,                   0,             0.89677,             0.82152,             0.91124,             0.72974,           0.0094592,           0.0053045,                   0,             0.00142,             0.00142,             0.00142
                 132,            0.017112,           0.0034813,                   0,             0.89846,             0.82097,             0.91134,             0.73013,           0.0094565,           0.0053171,                   0,            0.001354,            0.001354,            0.001354
                 133,            0.016991,           0.0035768,                   0,              0.8958,             0.82281,             0.91101,             0.73069,            0.009452,           0.0053309,                   0,            0.001288,            0.001288,            0.001288
                 134,            0.016889,           0.0035538,                   0,             0.89531,             0.82104,             0.91062,             0.72981,           0.0094484,           0.0053429,                   0,            0.001222,            0.001222,            0.001222
                 135,             0.01714,           0.0036416,                   0,             0.89589,             0.82152,              0.9103,             0.72977,           0.0094483,           0.0053581,                   0,            0.001156,            0.001156,            0.001156
                 136,            0.016722,           0.0033826,                   0,             0.89611,             0.82088,             0.91005,             0.72948,           0.0094462,           0.0053703,                   0,             0.00109,             0.00109,             0.00109
                 137,            0.016905,           0.0034085,                   0,             0.89219,             0.82281,             0.90982,             0.72971,           0.0094439,           0.0053777,                   0,            0.001024,            0.001024,            0.001024
                 138,            0.016833,           0.0033843,                   0,             0.89262,             0.82345,             0.90962,             0.72947,           0.0094416,           0.0053926,                   0,            0.000958,            0.000958,            0.000958
                 139,            0.016737,           0.0034462,                   0,             0.89413,             0.82172,             0.90943,             0.73023,           0.0094378,           0.0054035,                   0,            0.000892,            0.000892,            0.000892
